"auth","sim_num","pw","pm"
"Elvis/Wesley",10,25,10
"Elvis/Wesley",11,25,10
"Elvis/Wesley",12,18,17
"Elvis/Wesley",13,11,24
"Elvis/Wesley",14,14,21
"Elvis/Wesley",15,11,24
"Elvis/Wesley",16,32,3
"Elvis/Wesley",17,11,24
"Elvis/Wesley",18,31,4
"Elvis/Wesley",19,24,11
"Elvis/Wesley",20,1,34
"Elvis/Wesley",21,34,1
"Elvis/Wesley",22,11,24
"Elvis/Wesley",23,28,7
"Elvis/Wesley",24,25,10
"Elvis/Wesley",25,6,29
"Elvis/Wesley",26,33,2
"Elvis/Wesley",27,5,30
"Elvis/Wesley",28,33,2
"Elvis/Wesley",29,29,6
"Elvis/Wesley",30,19,16
"Elvis/Wesley",31,28,7
"Elvis/Wesley",32,18,17
"Elvis/Wesley",33,4,31
"Elvis/Wesley",34,20,15
"Elvis/Wesley",35,29,6
"Elvis/Wesley",36,29,6
"Elvis/Wesley",37,6,29
"Elvis/Wesley",38,8,27
"Elvis/Wesley",39,23,12
"Elvis/Wesley",40,16,19
"Elvis/Wesley",41,20,15
"Elvis/Wesley",42,19,16
"Elvis/Wesley",43,11,24
"Elvis/Wesley",44,28,7
"Elvis/Wesley",45,33,2
"Elvis/Wesley",46,18,17
"Elvis/Wesley",47,14,21
"Elvis/Wesley",48,20,15
"Elvis/Wesley",49,22,13
"Elvis/Wesley",50,19,16
"Elvis/Wesley",51,21,14
"Elvis/Wesley",52,9,26
"Elvis/Wesley",53,20,15
"Elvis/Wesley",54,29,6
"Elvis/Wesley",55,34,1
"Elvis/Wesley",56,6,29
"Elvis/Wesley",57,24,11
"Elvis/Wesley",58,7,28
"Elvis/Wesley",59,7,28
"Elvis/Wesley",60,11,24
"Elvis/Wesley",61,5,30
"Elvis/Wesley",62,15,20
"Elvis/Wesley",63,25,10
"Elvis/Wesley",64,5,30
"Elvis/Wesley",65,12,23
"Elvis/Wesley",66,11,24
"Elvis/Wesley",67,19,16
"Elvis/Wesley",68,25,10
"Elvis/Wesley",69,2,33
"Elvis/Wesley",70,15,20
"Elvis/Wesley",71,11,24
"Elvis/Wesley",72,10,25
"Elvis/Wesley",73,34,1
"Elvis/Wesley",74,18,17
"Elvis/Wesley",75,19,16
"Elvis/Wesley",76,4,31
"Elvis/Wesley",77,13,22
"Elvis/Wesley",78,27,8
"Elvis/Wesley",79,19,16
"Elvis/Wesley",80,34,1
"Elvis/Wesley",81,19,16
"Elvis/Wesley",82,31,4
"Elvis/Wesley",83,33,2
"Elvis/Wesley",84,30,5
"Elvis/Wesley",85,2,33
"Elvis/Wesley",86,2,33
"Elvis/Wesley",87,13,22
"Elvis/Wesley",88,19,16
"Elvis/Wesley",89,32,3
"Elvis/Wesley",90,34,1
"Elvis/Wesley",91,7,28
"Elvis/Wesley",92,4,31
"Elvis/Wesley",93,28,7
"Elvis/Wesley",94,32,3
"Elvis/Wesley",95,14,21
"Elvis/Wesley",96,12,23
"Elvis/Wesley",97,29,6
"Elvis/Wesley",98,13,22
"Elvis/Wesley",99,18,17
"Elvis/Wesley",100,27,8
"Emanuel/Evaristo",1,15,20
"Emanuel/Evaristo",2,16,19
"Emanuel/Evaristo",3,19,16
"Emanuel/Evaristo",4,15,20
"Emanuel/Evaristo",5,16,19
"Emanuel/Evaristo",6,18,17
"Emanuel/Evaristo",7,19,16
"Emanuel/Evaristo",8,19,16
"Emanuel/Evaristo",9,19,16
"Emanuel/Evaristo",10,19,16
"Emanuel/Evaristo",11,18,17
"Emanuel/Evaristo",12,16,19
"Emanuel/Evaristo",13,16,19
"Emanuel/Evaristo",14,20,15
"Emanuel/Evaristo",15,16,19
"Emanuel/Evaristo",16,17,18
"Emanuel/Evaristo",17,19,16
"Emanuel/Evaristo",18,17,18
"Emanuel/Evaristo",19,20,15
"Emanuel/Evaristo",20,19,16
"Emanuel/Evaristo",21,14,21
"Emanuel/Evaristo",22,17,18
"Emanuel/Evaristo",23,16,19
"Emanuel/Evaristo",24,16,19
"Emanuel/Evaristo",25,16,19
"Emanuel/Evaristo",26,19,16
"Emanuel/Evaristo",27,21,14
"Emanuel/Evaristo",28,19,16
"Emanuel/Evaristo",29,17,18
"Emanuel/Evaristo",30,15,20
"Emanuel/Evaristo",31,19,16
"Emanuel/Evaristo",32,18,17
"Emanuel/Evaristo",33,16,19
"Emanuel/Evaristo",34,17,18
"Emanuel/Evaristo",35,17,18
"Emanuel/Evaristo",36,18,17
"Emanuel/Evaristo",37,16,19
"Emanuel/Evaristo",38,17,18
"Emanuel/Evaristo",39,17,18
"Emanuel/Evaristo",40,19,16
"Emanuel/Evaristo",41,18,17
"Emanuel/Evaristo",42,17,18
"Emanuel/Evaristo",43,16,19
"Emanuel/Evaristo",44,19,16
"Emanuel/Evaristo",45,18,17
"Emanuel/Evaristo",46,16,19
"Emanuel/Evaristo",47,16,19
"Emanuel/Evaristo",48,17,18
"Emanuel/Evaristo",49,19,16
"Emanuel/Evaristo",50,18,17
"Emanuel/Evaristo",51,17,18
"Emanuel/Evaristo",52,16,19
"Emanuel/Evaristo",53,16,19
"Emanuel/Evaristo",54,15,20
"Emanuel/Evaristo",55,19,16
"Emanuel/Evaristo",56,18,17
"Emanuel/Evaristo",57,17,18
"Emanuel/Evaristo",58,18,17
"Emanuel/Evaristo",59,16,19
"Emanuel/Evaristo",60,17,18
"Emanuel/Evaristo",61,17,18
"Emanuel/Evaristo",62,18,17
"Emanuel/Evaristo",63,16,19
"Emanuel/Evaristo",64,18,17
"Emanuel/Evaristo",65,19,16
"Emanuel/Evaristo",66,17,18
"Emanuel/Evaristo",67,17,18
"Emanuel/Evaristo",68,16,19
"Emanuel/Evaristo",69,17,18
"Emanuel/Evaristo",70,16,19
"Emanuel/Evaristo",71,17,18
"Emanuel/Evaristo",72,18,17
"Emanuel/Evaristo",73,17,18
"Emanuel/Evaristo",74,17,18
"Emanuel/Evaristo",75,17,18
"Emanuel/Evaristo",76,18,17
"Emanuel/Evaristo",77,17,18
"Emanuel/Evaristo",78,19,16
"Emanuel/Evaristo",79,19,16
"Emanuel/Evaristo",80,20,15
"Emanuel/Evaristo",81,17,18
"Emanuel/Evaristo",82,18,17
"Emanuel/Evaristo",83,17,18
"Emanuel/Evaristo",84,17,18
"Emanuel/Evaristo",85,19,16
"Emanuel/Evaristo",86,16,19
"Emanuel/Evaristo",87,18,17
"Emanuel/Evaristo",88,15,20
"Emanuel/Evaristo",89,16,19
"Emanuel/Evaristo",90,17,18
"Emanuel/Evaristo",91,16,19
"Emanuel/Evaristo",92,19,16
"Emanuel/Evaristo",93,17,18
"Emanuel/Evaristo",94,15,20
"Emanuel/Evaristo",95,19,16
"Emanuel/Evaristo",96,18,17
"Emanuel/Evaristo",97,18,17
"Emanuel/Evaristo",98,17,18
"Emanuel/Evaristo",99,19,16
"Emanuel/Evaristo",100,18,17
"Ericleio/Celestino",1,15,20
"Ericleio/Celestino",2,17,18
"Ericleio/Celestino",3,19,16
"Ericleio/Celestino",4,17,18
"Ericleio/Celestino",5,17,18
"Ericleio/Celestino",6,17,18
"Ericleio/Celestino",7,18,17
"Ericleio/Celestino",8,17,18
"Ericleio/Celestino",9,17,18
"Ericleio/Celestino",10,16,19
"Ericleio/Celestino",11,15,20
"Ericleio/Celestino",12,19,16
"Ericleio/Celestino",13,19,16
"Ericleio/Celestino",14,16,19
"Ericleio/Celestino",15,17,18
"Ericleio/Celestino",16,19,16
"Ericleio/Celestino",17,17,18
"Ericleio/Celestino",18,18,17
"Ericleio/Celestino",19,19,16
"Ericleio/Celestino",20,16,19
"Ericleio/Celestino",21,20,15
"Ericleio/Celestino",22,18,17
"Ericleio/Celestino",23,18,17
"Ericleio/Celestino",24,17,18
"Ericleio/Celestino",25,17,18
"Ericleio/Celestino",26,18,17
"Ericleio/Celestino",27,18,17
"Ericleio/Celestino",28,16,19
"Ericleio/Celestino",29,15,20
"Ericleio/Celestino",30,20,15
"Ericleio/Celestino",31,19,16
"Ericleio/Celestino",32,17,18
"Ericleio/Celestino",33,15,20
"Ericleio/Celestino",34,16,19
"Ericleio/Celestino",35,18,17
"Ericleio/Celestino",36,18,17
"Ericleio/Celestino",37,18,17
"Ericleio/Celestino",38,19,16
"Ericleio/Celestino",39,18,17
"Ericleio/Celestino",40,18,17
"Ericleio/Celestino",41,15,20
"Ericleio/Celestino",42,21,14
"Ericleio/Celestino",43,16,19
"Ericleio/Celestino",44,21,14
"Ericleio/Celestino",45,17,18
"Ericleio/Celestino",46,21,14
"Ericleio/Celestino",47,19,16
"Ericleio/Celestino",48,16,19
"Ericleio/Celestino",49,16,19
"Ericleio/Celestino",50,16,19
"Ericleio/Celestino",51,17,18
"Ericleio/Celestino",52,16,19
"Ericleio/Celestino",53,19,16
"Ericleio/Celestino",54,16,19
"Ericleio/Celestino",55,16,19
"Ericleio/Celestino",56,15,20
"Ericleio/Celestino",57,16,19
"Ericleio/Celestino",58,15,20
"Ericleio/Celestino",59,19,16
"Ericleio/Celestino",60,18,17
"Ericleio/Celestino",61,15,20
"Ericleio/Celestino",62,17,18
"Ericleio/Celestino",63,18,17
"Ericleio/Celestino",64,16,19
"Ericleio/Celestino",65,15,20
"Ericleio/Celestino",66,16,19
"Ericleio/Celestino",67,18,17
"Ericleio/Celestino",68,18,17
"Ericleio/Celestino",69,17,18
"Ericleio/Celestino",70,15,20
"Ericleio/Celestino",71,16,19
"Ericleio/Celestino",72,17,18
"Ericleio/Celestino",73,17,18
"Ericleio/Celestino",74,20,15
"Ericleio/Celestino",75,19,16
"Ericleio/Celestino",76,19,16
"Ericleio/Celestino",77,17,18
"Ericleio/Celestino",78,16,19
"Ericleio/Celestino",79,18,17
"Ericleio/Celestino",80,17,18
"Ericleio/Celestino",81,18,17
"Ericleio/Celestino",82,17,18
"Ericleio/Celestino",83,17,18
"Ericleio/Celestino",84,18,17
"Ericleio/Celestino",85,19,16
"Ericleio/Celestino",86,16,19
"Ericleio/Celestino",87,19,16
"Ericleio/Celestino",88,17,18
"Ericleio/Celestino",89,19,16
"Ericleio/Celestino",90,17,18
"Ericleio/Celestino",91,17,18
"Ericleio/Celestino",92,19,16
"Ericleio/Celestino",93,19,16
"Ericleio/Celestino",94,18,17
"Ericleio/Celestino",95,18,17
"Ericleio/Celestino",96,17,18
"Ericleio/Celestino",97,16,19
"Ericleio/Celestino",98,18,17
"Ericleio/Celestino",99,20,15
"Ericleio/Celestino",100,18,17
"Francisco/Selvania",1,18,17
"Francisco/Selvania",2,17,18
"Francisco/Selvania",3,17,18
"Francisco/Selvania",4,19,16
"Francisco/Selvania",5,16,19
"Francisco/Selvania",6,17,18
"Francisco/Selvania",7,17,18
"Francisco/Selvania",8,19,16
"Francisco/Selvania",9,16,19
"Francisco/Selvania",10,18,17
"Francisco/Selvania",11,19,16
"Francisco/Selvania",12,14,21
"Francisco/Selvania",13,16,19
"Francisco/Selvania",14,19,16
"Francisco/Selvania",15,14,21
"Francisco/Selvania",16,19,16
"Francisco/Selvania",17,16,19
"Francisco/Selvania",18,21,14
"Francisco/Selvania",19,21,14
"Francisco/Selvania",20,16,19
"Francisco/Selvania",21,19,16
"Francisco/Selvania",22,16,19
"Francisco/Selvania",23,20,15
"Francisco/Selvania",24,19,16
"Francisco/Selvania",25,15,20
"Francisco/Selvania",26,18,17
"Francisco/Selvania",27,17,18
"Francisco/Selvania",28,17,18
"Francisco/Selvania",29,17,18
"Francisco/Selvania",30,18,17
"Francisco/Selvania",31,17,18
"Francisco/Selvania",32,17,18
"Francisco/Selvania",33,18,17
"Francisco/Selvania",34,18,17
"Francisco/Selvania",35,20,15
"Francisco/Selvania",36,20,15
"Francisco/Selvania",37,16,19
"Francisco/Selvania",38,12,23
"Francisco/Selvania",39,16,19
"Francisco/Selvania",40,19,16
"Francisco/Selvania",41,18,17
"Francisco/Selvania",42,18,17
"Francisco/Selvania",43,17,18
"Francisco/Selvania",44,17,18
"Francisco/Selvania",45,13,22
"Francisco/Selvania",46,18,17
"Francisco/Selvania",47,16,19
"Francisco/Selvania",48,19,16
"Francisco/Selvania",49,17,18
"Francisco/Selvania",50,17,18
"Francisco/Selvania",51,17,18
"Francisco/Selvania",52,20,15
"Francisco/Selvania",53,17,18
"Francisco/Selvania",54,16,19
"Francisco/Selvania",55,19,16
"Francisco/Selvania",56,19,16
"Francisco/Selvania",57,17,18
"Francisco/Selvania",58,18,17
"Francisco/Selvania",59,18,17
"Francisco/Selvania",60,16,19
"Francisco/Selvania",61,17,18
"Francisco/Selvania",62,17,18
"Francisco/Selvania",63,19,16
"Francisco/Selvania",64,15,20
"Francisco/Selvania",65,18,17
"Francisco/Selvania",66,18,17
"Francisco/Selvania",67,17,18
"Francisco/Selvania",68,18,17
"Francisco/Selvania",69,18,17
"Francisco/Selvania",70,18,17
"Francisco/Selvania",71,17,18
"Francisco/Selvania",72,19,16
"Francisco/Selvania",73,19,16
"Francisco/Selvania",74,19,16
"Francisco/Selvania",75,17,18
"Francisco/Selvania",76,17,18
"Francisco/Selvania",77,19,16
"Francisco/Selvania",78,17,18
"Francisco/Selvania",79,18,17
"Francisco/Selvania",80,19,16
"Francisco/Selvania",81,17,18
"Francisco/Selvania",82,18,17
"Francisco/Selvania",83,18,17
"Francisco/Selvania",84,20,15
"Francisco/Selvania",85,19,16
"Francisco/Selvania",86,16,19
"Francisco/Selvania",87,15,20
"Francisco/Selvania",88,20,15
"Francisco/Selvania",89,14,21
"Francisco/Selvania",90,18,17
"Francisco/Selvania",91,16,19
"Francisco/Selvania",92,17,18
"Francisco/Selvania",93,19,16
"Francisco/Selvania",94,17,18
"Francisco/Selvania",95,19,16
"Francisco/Selvania",96,15,20
"Francisco/Selvania",97,17,18
"Francisco/Selvania",98,18,17
"Francisco/Selvania",99,14,21
"Francisco/Selvania",100,16,19
"Cinthya/Guilhermina",1,15,20
"Cinthya/Guilhermina",2,20,15
"Cinthya/Guilhermina",3,18,17
"Cinthya/Guilhermina",4,20,15
"Cinthya/Guilhermina",5,18,17
"Cinthya/Guilhermina",6,18,17
"Cinthya/Guilhermina",7,16,19
"Cinthya/Guilhermina",8,18,17
"Cinthya/Guilhermina",9,16,19
"Cinthya/Guilhermina",10,16,19
"Cinthya/Guilhermina",11,21,14
"Cinthya/Guilhermina",12,18,17
"Cinthya/Guilhermina",13,19,16
"Cinthya/Guilhermina",14,18,17
"Cinthya/Guilhermina",15,17,18
"Cinthya/Guilhermina",16,16,19
"Cinthya/Guilhermina",17,21,14
"Cinthya/Guilhermina",18,17,18
"Cinthya/Guilhermina",19,15,20
"Cinthya/Guilhermina",20,16,19
"Cinthya/Guilhermina",21,17,18
"Cinthya/Guilhermina",22,17,18
"Cinthya/Guilhermina",23,17,18
"Cinthya/Guilhermina",24,17,18
"Cinthya/Guilhermina",25,18,17
"Cinthya/Guilhermina",26,19,16
"Cinthya/Guilhermina",27,15,20
"Cinthya/Guilhermina",28,16,19
"Cinthya/Guilhermina",29,17,18
"Cinthya/Guilhermina",30,15,20
"Cinthya/Guilhermina",31,16,19
"Cinthya/Guilhermina",32,18,17
"Cinthya/Guilhermina",33,19,16
"Cinthya/Guilhermina",34,18,17
"Cinthya/Guilhermina",35,16,19
"Cinthya/Guilhermina",36,18,17
"Cinthya/Guilhermina",37,18,17
"Cinthya/Guilhermina",38,16,19
"Cinthya/Guilhermina",39,17,18
"Cinthya/Guilhermina",40,16,19
"Cinthya/Guilhermina",41,19,16
"Cinthya/Guilhermina",42,19,16
"Cinthya/Guilhermina",43,16,19
"Cinthya/Guilhermina",44,17,18
"Cinthya/Guilhermina",45,18,17
"Cinthya/Guilhermina",46,15,20
"Cinthya/Guilhermina",47,16,19
"Cinthya/Guilhermina",48,19,16
"Cinthya/Guilhermina",49,18,17
"Cinthya/Guilhermina",50,19,16
"Cinthya/Guilhermina",51,18,17
"Cinthya/Guilhermina",52,19,16
"Cinthya/Guilhermina",53,17,18
"Cinthya/Guilhermina",54,16,19
"Cinthya/Guilhermina",55,17,18
"Cinthya/Guilhermina",56,20,15
"Cinthya/Guilhermina",57,19,16
"Cinthya/Guilhermina",58,19,16
"Cinthya/Guilhermina",59,15,20
"Cinthya/Guilhermina",60,19,16
"Cinthya/Guilhermina",61,19,16
"Cinthya/Guilhermina",62,20,15
"Cinthya/Guilhermina",63,17,18
"Cinthya/Guilhermina",64,17,18
"Cinthya/Guilhermina",65,18,17
"Cinthya/Guilhermina",66,18,17
"Cinthya/Guilhermina",67,18,17
"Cinthya/Guilhermina",68,19,16
"Cinthya/Guilhermina",69,18,17
"Cinthya/Guilhermina",70,18,17
"Cinthya/Guilhermina",71,20,15
"Cinthya/Guilhermina",72,18,17
"Cinthya/Guilhermina",73,17,18
"Cinthya/Guilhermina",74,19,16
"Cinthya/Guilhermina",75,19,16
"Cinthya/Guilhermina",76,18,17
"Cinthya/Guilhermina",77,18,17
"Cinthya/Guilhermina",78,20,15
"Cinthya/Guilhermina",79,15,20
"Cinthya/Guilhermina",80,17,18
"Cinthya/Guilhermina",81,17,18
"Cinthya/Guilhermina",82,17,18
"Cinthya/Guilhermina",83,20,15
"Cinthya/Guilhermina",84,18,17
"Cinthya/Guilhermina",85,16,19
"Cinthya/Guilhermina",86,20,15
"Cinthya/Guilhermina",87,16,19
"Cinthya/Guilhermina",88,17,18
"Cinthya/Guilhermina",89,17,18
"Cinthya/Guilhermina",90,16,19
"Cinthya/Guilhermina",91,17,18
"Cinthya/Guilhermina",92,18,17
"Cinthya/Guilhermina",93,18,17
"Cinthya/Guilhermina",94,19,16
"Cinthya/Guilhermina",95,16,19
"Cinthya/Guilhermina",96,16,19
"Cinthya/Guilhermina",97,18,17
"Cinthya/Guilhermina",98,17,18
"Cinthya/Guilhermina",99,18,17
"Cinthya/Guilhermina",100,15,20
"Inês Pereira",1,15,20
"Inês Pereira",2,20,15
"Inês Pereira",3,18,17
"Inês Pereira",4,20,15
"Inês Pereira",5,18,17
"Inês Pereira",6,18,17
"Inês Pereira",7,16,19
"Inês Pereira",8,18,17
"Inês Pereira",9,16,19
"Inês Pereira",10,16,19
"Inês Pereira",11,21,14
"Inês Pereira",12,18,17
"Inês Pereira",13,19,16
"Inês Pereira",14,18,17
"Inês Pereira",15,17,18
"Inês Pereira",16,16,19
"Inês Pereira",17,21,14
"Inês Pereira",18,17,18
"Inês Pereira",19,15,20
"Inês Pereira",20,16,19
"Inês Pereira",21,17,18
"Inês Pereira",22,17,18
"Inês Pereira",23,17,18
"Inês Pereira",24,17,18
"Inês Pereira",25,18,17
"Inês Pereira",26,19,16
"Inês Pereira",27,15,20
"Inês Pereira",28,16,19
"Inês Pereira",29,17,18
"Inês Pereira",30,15,20
"Inês Pereira",31,16,19
"Inês Pereira",32,18,17
"Inês Pereira",33,19,16
"Inês Pereira",34,18,17
"Inês Pereira",35,16,19
"Inês Pereira",36,18,17
"Inês Pereira",37,18,17
"Inês Pereira",38,16,19
"Inês Pereira",39,17,18
"Inês Pereira",40,16,19
"Inês Pereira",41,19,16
"Inês Pereira",42,19,16
"Inês Pereira",43,16,19
"Inês Pereira",44,17,18
"Inês Pereira",45,18,17
"Inês Pereira",46,15,20
"Inês Pereira",47,16,19
"Inês Pereira",48,19,16
"Inês Pereira",49,18,17
"Inês Pereira",50,19,16
"Inês Pereira",51,18,17
"Inês Pereira",52,19,16
"Inês Pereira",53,17,18
"Inês Pereira",54,16,19
"Inês Pereira",55,17,18
"Inês Pereira",56,20,15
"Inês Pereira",57,19,16
"Inês Pereira",58,19,16
"Inês Pereira",59,15,20
"Inês Pereira",60,19,16
"Inês Pereira",61,19,16
"Inês Pereira",62,20,15
"Inês Pereira",63,17,18
"Inês Pereira",64,17,18
"Inês Pereira",65,18,17
"Inês Pereira",66,18,17
"Inês Pereira",67,18,17
"Inês Pereira",68,19,16
"Inês Pereira",69,18,17
"Inês Pereira",70,18,17
"Inês Pereira",71,20,15
"Inês Pereira",72,18,17
"Inês Pereira",73,17,18
"Inês Pereira",74,19,16
"Inês Pereira",75,19,16
"Inês Pereira",76,18,17
"Inês Pereira",77,18,17
"Inês Pereira",78,20,15
"Inês Pereira",79,15,20
"Inês Pereira",80,17,18
"Inês Pereira",81,17,18
"Inês Pereira",82,17,18
"Inês Pereira",83,20,15
"Inês Pereira",84,18,17
"Inês Pereira",85,16,19
"Inês Pereira",86,20,15
"Inês Pereira",87,16,19
"Inês Pereira",88,17,18
"Inês Pereira",89,17,18
"Inês Pereira",90,16,19
"Inês Pereira",91,17,18
"Inês Pereira",92,18,17
"Inês Pereira",93,18,17
"Inês Pereira",94,19,16
"Inês Pereira",95,16,19
"Inês Pereira",96,16,19
"Inês Pereira",97,18,17
"Inês Pereira",98,17,18
"Inês Pereira",99,18,17
"Inês Pereira",100,15,20
"Inês Marques",1,18,17
"Inês Marques",2,17,18
"Inês Marques",3,16,19
"Inês Marques",4,19,16
"Inês Marques",5,17,18
"Inês Marques",6,13,22
"Inês Marques",7,17,18
"Inês Marques",8,21,14
"Inês Marques",9,17,18
"Inês Marques",10,18,17
"Inês Marques",11,22,13
"Inês Marques",12,17,18
"Inês Marques",13,14,21
"Inês Marques",14,18,17
"Inês Marques",15,18,17
"Inês Marques",16,17,18
"Inês Marques",17,19,16
"Inês Marques",18,17,18
"Inês Marques",19,18,17
"Inês Marques",20,14,21
"Inês Marques",21,18,17
"Inês Marques",22,21,14
"Inês Marques",23,18,17
"Inês Marques",24,17,18
"Inês Marques",25,19,16
"Inês Marques",26,19,16
"Inês Marques",27,17,18
"Inês Marques",28,21,14
"Inês Marques",29,16,19
"Inês Marques",30,15,20
"Inês Marques",31,20,15
"Inês Marques",32,19,16
"Inês Marques",33,17,18
"Inês Marques",34,19,16
"Inês Marques",35,14,21
"Inês Marques",36,18,17
"Inês Marques",37,19,16
"Inês Marques",38,22,13
"Inês Marques",39,17,18
"Inês Marques",40,18,17
"Inês Marques",41,14,21
"Inês Marques",42,19,16
"Inês Marques",43,15,20
"Inês Marques",44,16,19
"Inês Marques",45,17,18
"Inês Marques",46,19,16
"Inês Marques",47,16,19
"Inês Marques",48,16,19
"Inês Marques",49,18,17
"Inês Marques",50,18,17
"Inês Marques",51,21,14
"Inês Marques",52,18,17
"Inês Marques",53,14,21
"Inês Marques",54,15,20
"Inês Marques",55,16,19
"Inês Marques",56,17,18
"Inês Marques",57,18,17
"Inês Marques",58,18,17
"Inês Marques",59,18,17
"Inês Marques",60,17,18
"Inês Marques",61,18,17
"Inês Marques",62,18,17
"Inês Marques",63,21,14
"Inês Marques",64,16,19
"Inês Marques",65,18,17
"Inês Marques",66,17,18
"Inês Marques",67,16,19
"Inês Marques",68,17,18
"Inês Marques",69,16,19
"Inês Marques",70,21,14
"Inês Marques",71,17,18
"Inês Marques",72,14,21
"Inês Marques",73,17,18
"Inês Marques",74,16,19
"Inês Marques",75,19,16
"Inês Marques",76,16,19
"Inês Marques",77,18,17
"Inês Marques",78,20,15
"Inês Marques",79,15,20
"Inês Marques",80,19,16
"Inês Marques",81,15,20
"Inês Marques",82,16,19
"Inês Marques",83,17,18
"Inês Marques",84,16,19
"Inês Marques",85,19,16
"Inês Marques",86,15,20
"Inês Marques",87,16,19
"Inês Marques",88,20,15
"Inês Marques",89,13,22
"Inês Marques",90,17,18
"Inês Marques",91,16,19
"Inês Marques",92,17,18
"Inês Marques",93,19,16
"Inês Marques",94,21,14
"Inês Marques",95,20,15
"Inês Marques",96,17,18
"Inês Marques",97,21,14
"Inês Marques",98,13,22
"Inês Marques",99,17,18
"Inês Marques",100,20,15
"kynara/ivã",1,15,20
"kynara/ivã",2,20,15
"kynara/ivã",3,18,17
"kynara/ivã",4,20,15
"kynara/ivã",5,18,17
"kynara/ivã",6,18,17
"kynara/ivã",7,16,19
"kynara/ivã",8,18,17
"kynara/ivã",9,16,19
"kynara/ivã",10,16,19
"kynara/ivã",11,21,14
"kynara/ivã",12,18,17
"kynara/ivã",13,19,16
"kynara/ivã",14,18,17
"kynara/ivã",15,17,18
"kynara/ivã",16,16,19
"kynara/ivã",17,21,14
"kynara/ivã",18,17,18
"kynara/ivã",19,15,20
"kynara/ivã",20,16,19
"kynara/ivã",21,17,18
"kynara/ivã",22,17,18
"kynara/ivã",23,17,18
"kynara/ivã",24,17,18
"kynara/ivã",25,18,17
"kynara/ivã",26,19,16
"kynara/ivã",27,15,20
"kynara/ivã",28,16,19
"kynara/ivã",29,17,18
"kynara/ivã",30,15,20
"kynara/ivã",31,16,19
"kynara/ivã",32,18,17
"kynara/ivã",33,19,16
"kynara/ivã",34,18,17
"kynara/ivã",35,16,19
"kynara/ivã",36,18,17
"kynara/ivã",37,18,17
"kynara/ivã",38,16,19
"kynara/ivã",39,17,18
"kynara/ivã",40,16,19
"kynara/ivã",41,19,16
"kynara/ivã",42,19,16
"kynara/ivã",43,16,19
"kynara/ivã",44,17,18
"kynara/ivã",45,18,17
"kynara/ivã",46,15,20
"kynara/ivã",47,16,19
"kynara/ivã",48,19,16
"kynara/ivã",49,18,17
"kynara/ivã",50,19,16
"kynara/ivã",51,18,17
"kynara/ivã",52,19,16
"kynara/ivã",53,17,18
"kynara/ivã",54,16,19
"kynara/ivã",55,17,18
"kynara/ivã",56,20,15
"kynara/ivã",57,19,16
"kynara/ivã",58,19,16
"kynara/ivã",59,15,20
"kynara/ivã",60,19,16
"kynara/ivã",61,19,16
"kynara/ivã",62,20,15
"kynara/ivã",63,17,18
"kynara/ivã",64,17,18
"kynara/ivã",65,18,17
"kynara/ivã",66,18,17
"kynara/ivã",67,18,17
"kynara/ivã",68,19,16
"kynara/ivã",69,18,17
"kynara/ivã",70,18,17
"kynara/ivã",71,20,15
"kynara/ivã",72,18,17
"kynara/ivã",73,17,18
"kynara/ivã",74,19,16
"kynara/ivã",75,19,16
"kynara/ivã",76,18,17
"kynara/ivã",77,18,17
"kynara/ivã",78,20,15
"kynara/ivã",79,15,20
"kynara/ivã",80,17,18
"kynara/ivã",81,17,18
"kynara/ivã",82,17,18
"kynara/ivã",83,20,15
"kynara/ivã",84,18,17
"kynara/ivã",85,16,19
"kynara/ivã",86,20,15
"kynara/ivã",87,16,19
"kynara/ivã",88,17,18
"kynara/ivã",89,17,18
"kynara/ivã",90,16,19
"kynara/ivã",91,17,18
"kynara/ivã",92,18,17
"kynara/ivã",93,18,17
"kynara/ivã",94,19,16
"kynara/ivã",95,16,19
"kynara/ivã",96,16,19
"kynara/ivã",97,18,17
"kynara/ivã",98,17,18
"kynara/ivã",99,18,17
"kynara/ivã",100,20,15
"Láudria/Yunne",1,16,19
"Láudria/Yunne",2,18,17
"Láudria/Yunne",3,18,17
"Láudria/Yunne",4,13,22
"Láudria/Yunne",5,16,19
"Láudria/Yunne",6,17,18
"Láudria/Yunne",7,21,14
"Láudria/Yunne",8,17,18
"Láudria/Yunne",9,17,18
"Láudria/Yunne",10,17,18
"Láudria/Yunne",11,17,18
"Láudria/Yunne",12,18,17
"Láudria/Yunne",13,18,17
"Láudria/Yunne",14,20,15
"Láudria/Yunne",15,17,18
"Láudria/Yunne",16,22,13
"Láudria/Yunne",17,17,18
"Láudria/Yunne",18,17,18
"Láudria/Yunne",19,19,16
"Láudria/Yunne",20,18,17
"Láudria/Yunne",21,16,19
"Láudria/Yunne",22,18,17
"Láudria/Yunne",23,20,15
"Láudria/Yunne",24,21,14
"Láudria/Yunne",25,17,18
"Láudria/Yunne",26,19,16
"Láudria/Yunne",27,18,17
"Láudria/Yunne",28,20,15
"Láudria/Yunne",29,17,18
"Láudria/Yunne",30,18,17
"Láudria/Yunne",31,16,19
"Láudria/Yunne",32,17,18
"Láudria/Yunne",33,21,14
"Láudria/Yunne",34,21,14
"Láudria/Yunne",35,18,17
"Láudria/Yunne",36,19,16
"Láudria/Yunne",37,18,17
